Sq.Ki.,Sq.Mi.,State,County
1095.2,422.8,Mississippi,Webster
1752.8,676.8,Mississippi,Wilkinson
1572.2,607,Mississippi,Winston
1209.9,467.2,Mississippi,Yalobusha
2381.7,919.6,Mississippi,Yazoo
1470.4,567.7,Missouri,Adair
1127.2,435.2,Missouri,Andrew
1410.9,544.7,Missouri,Atchison
1795.8,693.4,Missouri,Audrain
2018,779.1,Missouri,Barry
1539.4,594.3,Missouri,Barton
2197.7,848.5,Missouri,Bates
1827.4,705.6,Missouri,Benton
1607.8,620.8,Missouri,Bollinger
1775.1,685.4,Missouri,Boone
1061.3,409.8,Missouri,Buchanan
1806.7,697.6,Missouri,Butler
1112.1,429.4,Missouri,Caldwell
2173.3,839.1,Missouri,Callaway
1697.1,655.2,Missouri,Camden
1498.7,578.7,Missouri,Cape Girardeau
1799,694.6,Missouri,Carroll
1314.7,507.6,Missouri,Carter
1810.7,699.1,Missouri,Cass
1232.8,476,Missouri,Cedar
1957.8,755.9,Missouri,Chariton
1458.7,563.2,Missouri,Christian
1314,507.3,Missouri,Clark
1026.8,396.5,Missouri,Clay
1084.7,418.8,Missouri,Clinton
1014.1,391.6,Missouri,Cole
1463.5,565.1,Missouri,Cooper
1923.3,742.6,Missouri,Crawford
1270.1,490.4,Missouri,Dade
1402.7,541.6,Missouri,Dallas
1468.5,567,Missouri,Daviess
1098.7,424.2,Missouri,DeKalb
1951.8,753.6,Missouri,Dent
2109.8,814.6,Missouri,Douglas
1413.2,545.6,Missouri,Dunklin
2388.2,922.1,Missouri,Franklin
1345.5,519.5,Missouri,Gasconade
1273.1,491.6,Missouri,Gentry
1748.3,675,Missouri,Greene
1128.9,435.9,Missouri,Grundy
1878.2,725.2,Missouri,Harrison
1819.5,702.5,Missouri,Henry
1032.5,398.7,Missouri,Hickory
1196.3,461.9,Missouri,Holt
1206.3,465.8,Missouri,Howard
2403.1,927.8,Missouri,Howell
1428.2,551.4,Missouri,Iron
1566.5,604.8,Missouri,Jackson
1657.1,639.8,Missouri,Jasper
1701.2,656.8,Missouri,Jefferson
2151.3,830.6,Missouri,Johnson
1309.8,505.7,Missouri,Knox
1983.6,765.9,Missouri,Laclede
1630.1,629.4,Missouri,Lafayette
1588,613.1,Missouri,Lawrence
1308.1,505.1,Missouri,Lewis
1633,630.5,Missouri,Lincoln
1606.8,620.4,Missouri,Linn
1384.7,534.6,Missouri,Livingston
1397.4,539.5,Missouri,McDonald
2081.9,803.8,Missouri,Macon
1286.6,496.8,Missouri,Madison
1367,527.8,Missouri,Maries
1134.7,438.1,Missouri,Marion
1177,454.5,Missouri,Mercer
1534,592.3,Missouri,Miller
1070.1,413.2,Missouri,Mississippi
1078.8,416.5,Missouri,Moniteau
1673.2,646,Missouri,Monroe
1395.3,538.7,Missouri,Montgomery
1547.5,597.5,Missouri,Morgan
1756.2,678.1,Missouri,New Madrid
1622.6,626.5,Missouri,Newton
2270.6,876.7,Missouri,Nodaway
2049.9,791.5,Missouri,Oregon
1569.9,606.1,Missouri,Osage
1934.3,746.8,Missouri,Ozark
1277.2,493.1,Missouri,Pemiscot
1229.5,474.7,Missouri,Perry
1774.2,685,Missouri,Pettis
1742.8,672.9,Missouri,Phelps
1742.9,672.9,Missouri,Pike
1088.8,420.4,Missouri,Platte
1650.5,637.2,Missouri,Polk
1416.9,547.1,Missouri,Pulaski
1341.5,518,Missouri,Putnam
1220,471,Missouri,Ralls
1249.5,482.4,Missouri,Randolph
1475,569.5,Missouri,Ray
2101.1,811.3,Missouri,Reynolds
1630.4,629.5,Missouri,Ripley
1454.1,561.4,Missouri,St. Charles
1752.7,676.7,Missouri,St. Clair
1301.3,502.4,Missouri,Ste. Genevieve
1164.2,449.5,Missouri,St. Francois
1315.1,507.8,Missouri,St. Louis
1957,755.6,Missouri,Saline
797.5,307.9,Missouri,Schuyler
1135.7,438.5,Missouri,Scotland
1090.5,421,Missouri,Scott
2600.1,1003.9,Missouri,Shannon
1297.4,500.9,Missouri,Shelby
2142.4,827.2,Missouri,Stoddard
1199.9,463.3,Missouri,Stone
1686.1,651,Missouri,Sullivan
1638,632.4,Missouri,Taney
3052.7,1178.6,Missouri,Texas
2160.1,834,Missouri,Vernon
1118.1,431.7,Missouri,Warren
1968,759.8,Missouri,Washington
1971.2,761.1,Missouri,Wayne
1536.9,593.4,Missouri,Webster
690.3,266.5,Missouri,Worth
1767.3,682.3,Missouri,Wright
160.4,61.9,Missouri,St. Louis city
14355.4,5542.6,Montana,Beaverhead
12936.7,4994.9,Montana,Big Horn
10946,4226.2,Montana,Blaine
3085.9,1191.5,Montana,Broadwater
5304.5,2048.1,Montana,Carbon
8649.8,3339.7,Montana,Carter
6987.9,2698,Montana,Cascade
10291.2,3973.4,Montana,Chouteau
9798.7,3783.3,Montana,Custer
3693.7,1426.1,Montana,Daniels
6146.8,2373.3,Montana,Dawson
1908.7,736.9,Montana,Deer Lodge
4196.8,1620.4,Montana,Fallon
11238.8,4339.3,Montana,Fergus
13205.4,5098.6,Montana,Flathead
6492.8,2506.9,Montana,Gallatin
12090.6,4668.2,Montana,Garfield
7756.4,2994.7,Montana,Glacier
3044.1,1175.3,Montana,Golden Valley
4474.3,1727.5,Montana,Granite
7501.6,2896.4,Montana,Hill
4290.9,1656.7,Montana,Jefferson
4843,1869.9,Montana,Judith Basin
3869,1493.8,Montana,Lake
8964.1,3461,Montana,Lewis and Clark
3703.2,1429.8,Montana,Liberty
9357.1,3612.8,Montana,Lincoln
6844.3,2642.6,Montana,McCone
9289.4,3586.6,Montana,Madison
6194.9,2391.9,Montana,Meagher
3159.5,1219.9,Montana,Mineral
6729.4,2598.2,Montana,Missoula
4836,1867.2,Montana,Musselshell
6879.5,2656.2,Montana,Park
4283.7,1653.9,Montana,Petroleum
13312.3,5139.9,Montana,Phillips
4207.9,1624.7,Montana,Pondera
8539.9,3297.3,Montana,Powder River
6024.3,2326,Montana,Powell
4497.8,1736.6,Montana,Prairie
6201.2,2394.3,Montana,Ravalli
5398,2084.2,Montana,Richland
6101.1,2355.7,Montana,Roosevelt
12982.1,5012.4,Montana,Rosebud
7154.3,2762.3,Montana,Sanders
4342.5,1676.7,Montana,Sheridan
1860.5,718.3,Montana,Silver Bow
4648.4,1794.7,Montana,Stillwater
4804.9,1855.2,Montana,Sweet Grass
5886,2272.6,Montana,Teton
4949.3,1910.9,Montana,Toole
2535.4,978.9,Montana,Treasure
12745.2,4920.9,Montana,Valley
3686,1423.2,Montana,Wheatland
2303.4,889.3,Montana,Wibaux
6825.2,2635.2,Montana,Yellowstone
635.6,245.4,Montana,Yellowstone National Park
1459.3,563.4,Nebraska,Adams
2220,857.1,Nebraska,Antelope
1852.9,715.4,Nebraska,Arthur
1932.9,746.3,Nebraska,Banner
1840.9,710.8,Nebraska,Blaine
1778.7,686.7,Nebraska,Boone
2785.2,1075.4,Nebraska,Box Butte
1398.8,540.1,Nebraska,Boyd
3163.3,1221.4,Nebraska,Brown
2507.3,968.1,Nebraska,Buffalo
1276.3,492.8,Nebraska,Burt
1511.6,583.6,Nebraska,Butler
1448.6,559.3,Nebraska,Cass
1917.3,740.3,Nebraska,Cedar
2316.8,894.5,Nebraska,Chase
15438.3,5960.7,Nebraska,Cherry
3098.8,1196.4,Nebraska,Cheyenne
1484.2,573.1,Nebraska,Clay
1070.1,413.2,Nebraska,Colfax
1481.6,572,Nebraska,Cuming
6671.4,2575.8,Nebraska,Custer
683.7,264,Nebraska,Dakota
3616.4,1396.3,Nebraska,Dawes
2623.5,1012.9,Nebraska,Dawson
1139.4,439.9,Nebraska,Deuel
1233.9,476.4,Nebraska,Dixon
1384.3,534.5,Nebraska,Dodge
857.4,331,Nebraska,Douglas
2382.6,919.9,Nebraska,Dundy
1493.1,576.5,Nebraska,Fillmore
1491.7,575.9,Nebraska,Franklin
2524.2,974.6,Nebraska,Frontier
1859.9,718.1,Nebraska,Furnas
2215.3,855.3,Nebraska,Gage
4414.8,1704.6,Nebraska,Garden
1476.4,570.1,Nebraska,Garfield
1186.7,458.2,Nebraska,Gosper
2010.5,776.3,Nebraska,Grant
1476,569.9,Nebraska,Greeley
1415.3,546.4,Nebraska,Hall
1408.1,543.7,Nebraska,Hamilton
1431.7,552.8,Nebraska,Harlan
1847.1,713.1,Nebraska,Hayes
1839.1,710.1,Nebraska,Hitchcock
6249.2,2412.8,Nebraska,Holt
1867.9,721.2,Nebraska,Hooker
1475,569.5,Nebraska,Howard
1484.2,573.1,Nebraska,Jefferson
974.3,376.2,Nebraska,Johnson
1336.6,516.1,Nebraska,Kearney
2748.9,1061.3,Nebraska,Keith
2002.9,773.3,Nebraska,Keya Paha
2465.1,951.8,Nebraska,Kimball
2870.3,1108.2,Nebraska,Knox
2172.7,838.9,Nebraska,Lancaster
6641.2,2564.2,Nebraska,Lincoln
1478.1,570.7,Nebraska,Logan
1475.6,569.7,Nebraska,Loup
2224.9,859,Nebraska,McPherson
1483.1,572.6,Nebraska,Madison
1255.2,484.6,Nebraska,Merrick
3687.8,1423.9,Nebraska,Morrill
1143.1,441.3,Nebraska,Nance
1060.1,409.3,Nebraska,Nemaha
1490.1,575.3,Nebraska,Nuckolls
1595.1,615.9,Nebraska,Otoe
1118.1,431.7,Nebraska,Pawnee
2287.4,883.2,Nebraska,Perkins
1398.6,540,Nebraska,Phelps
1486.6,574,Nebraska,Pierce
1756.2,678.1,Nebraska,Platte
1137.3,439.1,Nebraska,Polk
1856.2,716.7,Nebraska,Red Willow
1433.5,553.5,Nebraska,Richardson
2612,1008.5,Nebraska,Rock
1490.2,575.4,Nebraska,Saline
623.3,240.7,Nebraska,Sarpy
1953,754.1,Nebraska,Saunders
1914.9,739.3,Nebraska,Scotts Bluff
1488.7,574.8,Nebraska,Seward
6322.7,2441.2,Nebraska,Sheridan
1465.6,565.9,Nebraska,Sherman
5352.7,2066.7,Nebraska,Sioux
1113.3,429.9,Nebraska,Stanton
1488.2,574.6,Nebraska,Thayer
1846.4,712.9,Nebraska,Thomas
1020,393.8,Nebraska,Thurston
1471.5,568.1,Nebraska,Valley
1011.3,390.5,Nebraska,Washington
1148.6,443.5,Nebraska,Wayne
1489,574.9,Nebraska,Webster
1489.8,575.2,Nebraska,Wheeler
1491,575.7,Nebraska,York
12767,4929.3,Nevada,Churchill
20488.7,7910.7,Nevada,Clark
1838.6,709.9,Nevada,Douglas
44500.2,17181.6,Nevada,Elko
9294.7,3588.7,Nevada,Esmeralda
10815.8,4176,Nevada,Eureka
24989.2,9648.3,Nevada,Humboldt
14228.3,5493.5,Nevada,Lander
27543.8,10634.7,Nevada,Lincoln
5163.9,1993.8,Nevada,Lyon
9729.6,3756.6,Nevada,Mineral
47001.4,18147.2,Nevada,Nye
15563.6,6009.1,Nevada,Pershing
682.4,263.5,Nevada,Storey
16427,6342.5,Nevada,Washoe
22990.3,8876.6,Nevada,White Pine
371.8,143.5,Nevada,Carson City
1039.4,401.3,New Hampshire,Belknap
2418.8,933.9,New Hampshire,Carroll
1832.4,707.5,New Hampshire,Cheshire
4663.7,1800.6,New Hampshire,Coos
4438,1713.5,New Hampshire,Grafton
2270.1,876.5,New Hampshire,Hillsborough
2420.4,934.5,New Hampshire,Merrimack
1800.7,695.2,New Hampshire,Rockingham
955.3,368.8,New Hampshire,Strafford
1392,537.4,New Hampshire,Sullivan
1453.4,561.2,New Jersey,Atlantic
606.6,234.2,New Jersey,Bergen
2084.4,804.8,New Jersey,Burlington
575.8,222.3,New Jersey,Camden
661,255.2,New Jersey,Cape May
1267.3,489.3,New Jersey,Cumberland
327.1,126.3,New Jersey,Essex
841.4,324.9,New Jersey,Gloucester
120.8,46.7,New Jersey,Hudson
1113.9,430.1,New Jersey,Hunterdon
585.2,226,New Jersey,Mercer
804.5,310.6,New Jersey,Middlesex
1222.1,471.9,New Jersey,Monmouth
1214.9,469.1,New Jersey,Morris
1648.1,636.3,New Jersey,Ocean
479.3,185,New Jersey,Passaic
875,337.8,New Jersey,Salem
789.2,304.7,New Jersey,Somerset
1350,521.2,New Jersey,Sussex
267.5,103.3,New Jersey,Union
927,357.9,New Jersey,Warren
3020.4,1166.2,New Mexico,Bernalillo
17944.2,6928.3,New Mexico,Catron
15724.9,6071.4,New Mexico,Chaves
11757.5,4539.6,New Mexico,Cibola
9730.4,3756.9,New Mexico,Colfax
3641.7,1406.1,New Mexico,Curry
6021.9,2325.1,New Mexico,DeBaca
9861.3,3807.4,New Mexico,Dona Ana
10832,4182.2,New Mexico,Eddy
10272.4,3966.2,New Mexico,Grant
7849.2,3030.6,New Mexico,Guadalupe
5505,2125.5,New Mexico,Harding
8924.9,3445.9,New Mexico,Hidalgo
11378.6,4393.3,New Mexico,Lea
12513.4,4831.4,New Mexico,Lincoln
283.2,109.4,New Mexico,Los Alamos
7680.2,2965.3,New Mexico,Luna
14113.2,5449.1,New Mexico,McKinley
5001.9,1931.2,New Mexico,Mora
17163.8,6626.9,New Mexico,Otero
7446.6,2875.1,New Mexico,Quay
15172.4,5858.1,New Mexico,Rio Arriba
6342.1,2448.7,New Mexico,Roosevelt
9608,3709.7,New Mexico,Sandoval
14282.3,5514.4,New Mexico,San Juan
12218.1,4717.4,New Mexico,San Miguel
4945.2,1909.4,New Mexico,Santa Fe
10827.5,4180.5,New Mexico,Sierra
17215.9,6647.1,New Mexico,Socorro
5706.6,2203.3,New Mexico,Taos
8663.8,3345.1,New Mexico,Torrance
9920.3,3830.2,New Mexico,Union
2765.2,1067.6,New Mexico,Valencia
1356.6,523.8,New York,Albany
2668.4,1030.3,New York,Allegany
1830.8,706.9,New York,Broome
3392.7,1309.9,New York,Cattaraugus
1795.6,693.3,New York,Cayuga
2751,1062.1,New York,Chautauqua
1057.2,408.2,New York,Chemung
2316.5,894.4,New York,Chenango
2692.1,1039.4,New York,Clinton
1646.7,635.8,New York,Columbia
1294.2,499.7,New York,Cortland
3746.3,1446.4,New York,Delaware
2076.3,801.7,New York,Dutchess
2705.7,1044.7,New York,Erie
4654.1,1797,New York,Essex
4225.9,1631.6,New York,Franklin
1285.1,496.2,New York,Fulton
1279.8,494.1,New York,Genesee
1677.9,647.9,New York,Greene
4456.6,1720.7,New York,Hamilton
3656.7,1411.8,New York,Herkimer
3295.3,1272.3,New York,Jefferson
3303.7,1275.6,New York,Lewis
1637.3,632.2,New York,Livingston
1698.7,655.9,New York,Madison
1707.6,659.3,New York,Monroe
1048.5,404.8,New York,Montgomery
742.7,286.8,New York,Nassau
800.2,308.9,New York,New York City
1354.5,523,New York,Niagara
3141,1212.8,New York,Oneida
2021,780.3,New York,Onondaga
1669,644.4,New York,Ontario
2114.4,816.4,New York,Orange
1013.8,391.4,New York,Orleans
2469.1,953.3,New York,Oswego
2597.6,1002.9,New York,Otsego
599.7,231.5,New York,Putnam
1693.9,654,New York,Rensselaer
451.2,174.2,New York,Rockland
6956,2685.7,New York,St. Lawrence
2102.8,811.9,New York,Saratoga
533.9,206.1,New York,Schenectady
1610.6,621.8,New York,Schoharie
851.4,328.7,New York,Schuyler
841.6,324.9,New York,Seneca
3607.2,1392.7,New York,Steuben
2360.1,911.2,New York,Suffolk
2511.8,969.8,New York,Sullivan
1343.5,518.7,New York,Tioga
1233,476.1,New York,Tompkins
2917.8,1126.6,New York,Ulster
2252.6,869.7,New York,Warren
2164,835.5,New York,Washington
1565,604.2,New York,Wayne
1121.2,432.9,New York,Westchester
1535.8,593,New York,Wyoming
876.1,338.2,New York,Yates
1115.5,430.7,North Carolina,Alamance
674.2,260.3,North Carolina,Alexander
607.8,234.7,North Carolina,Alleghany
1376.9,531.6,North Carolina,Anson
1103.8,426.2,North Carolina,Ashe
639.8,247,North Carolina,Avery
2143.5,827.6,North Carolina,Beaufort
1811,699.2,North Carolina,Bertie
2266.3,875,North Carolina,Bladen
2214.2,854.9,North Carolina,Brunswick
1699.8,656.3,North Carolina,Buncombe
1312.5,506.7,North Carolina,Burke
943.9,364.4,North Carolina,Cabarrus
1221.6,471.7,North Carolina,Caldwell
623.4,240.7,North Carolina,Camden
1376.3,531.4,North Carolina,Carteret
1102.6,425.7,North Carolina,Caswell
1036,400,North Carolina,Catawba
1769.2,683.1,North Carolina,Chatham
1179,455.2,North Carolina,Cherokee
447.1,172.6,North Carolina,Chowan
556.1,214.7,North Carolina,Clay
1202.6,464.3,North Carolina,Cleveland
2426.4,936.8,North Carolina,Columbus
1801.5,695.6,North Carolina,Craven
1691.6,653.1,North Carolina,Cumberland
677.8,261.7,North Carolina,Currituck
988.5,381.7,North Carolina,Dare
1430.3,552.2,North Carolina,Davidson
686.9,265.2,North Carolina,Davie
2118.2,817.8,North Carolina,Duplin
752.7,290.6,North Carolina,Durham
1308.1,505.1,North Carolina,Edgecombe
1061,409.7,North Carolina,Forsyth
1273.2,491.6,North Carolina,Franklin
923.4,356.5,North Carolina,Gaston
882.2,340.6,North Carolina,Gates
756.5,292.1,North Carolina,Graham
1375.7,531.2,North Carolina,Granville
687.5,265.4,North Carolina,Greene
1683.8,650.1,North Carolina,Guilford
1878.9,725.4,North Carolina,Halifax
1541.2,595,North Carolina,Harnett
1434.5,553.9,North Carolina,Haywood
968.3,373.8,North Carolina,Henderson
916,353.7,North Carolina,Hertford
1013.3,391.2,North Carolina,Hoke
1587.2,612.8,North Carolina,Hyde
1487.7,574.4,North Carolina,Iredell
1270.6,490.6,North Carolina,Jackson
2051.2,792,North Carolina,Johnston
1225.9,473.3,North Carolina,Jones
666.4,257.3,North Carolina,Lee
1035.7,399.9,North Carolina,Lenoir
773.9,298.8,North Carolina,Lincoln
1144,441.7,North Carolina,McDowell
1337.6,516.5,North Carolina,Macon
1164.1,449.4,North Carolina,Madison
1198.1,462.6,North Carolina,Martin
1366,527.4,North Carolina,Mecklenburg
573.6,221.5,North Carolina,Mitchell
1271.8,491.1,North Carolina,Montgomery
1809.8,698.8,North Carolina,Moore
1399.4,540.3,North Carolina,Nash
515.3,198.9,North Carolina,New Hanover
1388.6,536.1,North Carolina,Northampton
1986.2,766.9,North Carolina,Onslow
1035.5,399.8,North Carolina,Orange
872.7,336.9,North Carolina,Pamlico
587.7,226.9,North Carolina,Pasquotank
2255.2,870.7,North Carolina,Pender
640.2,247.2,North Carolina,Perquimans
1016.2,392.3,North Carolina,Person
1687.7,651.6,North Carolina,Pitt
616,237.8,North Carolina,Polk
2039.5,787.5,North Carolina,Randolph
1227.8,474,North Carolina,Richmond
2457.7,948.9,North Carolina,Robeson
1467.2,566.5,North Carolina,Rockingham
1324.5,511.4,North Carolina,Rowan
1461.3,564.2,North Carolina,Rutherford
2448.9,945.5,North Carolina,Sampson
826.6,319.2,North Carolina,Scotland
1023.3,395.1,North Carolina,Stanly
1170.3,451.9,North Carolina,Stokes
1389.7,536.6,North Carolina,Surry
1367.9,528.1,North Carolina,Swain
979.9,378.4,North Carolina,Transylvania
1009.9,389.9,North Carolina,Tyrrell
1650.9,637.4,North Carolina,Union
656.7,253.5,North Carolina,Vance
2159.8,833.9,North Carolina,Wake
1110.5,428.7,North Carolina,Warren
900.9,347.8,North Carolina,Washington
809.5,312.5,North Carolina,Watauga
1431.2,552.6,North Carolina,Wayne
1961.2,757.2,North Carolina,Wilkes
961.1,371.1,North Carolina,Wilson
869.2,335.6,North Carolina,Yadkin
809.2,312.4,North Carolina,Yancey
2558.8,988,North Dakota,Adams
3863.7,1491.8,North Dakota,Barnes
3596.4,1388.6,North Dakota,Benson
2982.4,1151.5,North Dakota,Billings
4321.9,1668.7,North Dakota,Bottineau
3009.8,1162.1,North Dakota,Bowman
2858.3,1103.6,North Dakota,Burke
4229.9,1633.2,North Dakota,Burleigh
4573.3,1765.7,North Dakota,Cass
3856.7,1489.1,North Dakota,Cavalier
2929.5,1131.1,North Dakota,Dickey
3261.9,1259.4,North Dakota,Divide
5205.9,2010,North Dakota,Dunn
1637.1,632.1,North Dakota,Eddy
3910.9,1510,North Dakota,Emmons
1645.3,635.3,North Dakota,Foster
2595.2,1002,North Dakota,Golden Valley
3724.1,1437.9,North Dakota,Grand Forks
4298.3,1659.6,North Dakota,Grant
1835.1,708.5,North Dakota,Griggs
2932.7,1132.3,North Dakota,Hettinger
3500.8,1351.6,North Dakota,Kidder
2971.3,1147.2,North Dakota,LaMoure
2571.1,992.7,North Dakota,Logan
4854.2,1874.2,North Dakota,McHenry
2526,975.3,North Dakota,McIntosh
7102.2,2742.2,North Dakota,McKenzie
5466,2110.4,North Dakota,McLean
2707.7,1045.4,North Dakota,Mercer
4989.4,1926.4,North Dakota,Morton
4724.2,1824,North Dakota,Mountrail
2542.6,981.7,North Dakota,Nelson
1874,723.6,North Dakota,Oliver
2897.7,1118.8,North Dakota,Pembina
2636.4,1017.9,North Dakota,Pierce
3072.3,1186.2,North Dakota,Ramsey
2234.6,862.8,North Dakota,Ransom
2265.7,874.8,North Dakota,Renville
3721.6,1436.9,North Dakota,Richland
2337.6,902.5,North Dakota,Rolette
2224.3,858.8,North Dakota,Sargent
2517,971.8,North Dakota,Sheridan
2834,1094.2,North Dakota,Sioux
3154.5,1218,North Dakota,Slope
3466.1,1338.3,North Dakota,Stark
1845.1,712.4,North Dakota,Steele
5753.7,2221.5,North Dakota,Stutsman
2655.7,1025.4,North Dakota,Towner
2232.4,861.9,North Dakota,Traill
3320.4,1282,North Dakota,Walsh
5213.6,2013,North Dakota,Ward
3292.8,1271.4,North Dakota,Wells
5362.7,2070.6,North Dakota,Williams
1512.4,584,Ohio,Adams
1047.6,404.5,Ohio,Allen
1099.2,424.4,Ohio,Ashland
1820,702.7,Ohio,Ashtabula
1312.6,506.8,Ohio,Athens
1039.3,401.3,Ohio,Auglaize
1391.6,537.3,Ohio,Belmont
1273.8,491.8,Ohio,Brown
1210.3,467.3,Ohio,Butler
1022.2,394.7,Ohio,Carroll
1110.1,428.6,Ohio,Champaign
1036.1,400,Ohio,Clark
1170.8,452.1,Ohio,Clermont
1064.2,410.9,Ohio,Clinton
1379.3,532.5,Ohio,Columbiana
1461.1,564.1,Ohio,Coshocton
1042,402.3,Ohio,Crawford
1186.9,458.3,Ohio,Cuyahoga
1553.8,599.9,Ohio,Darke
1065.1,411.2,Ohio,Defiance
1146.2,442.5,Ohio,Delaware
659.2,254.5,Ohio,Erie
1309.9,505.7,Ohio,Fairfield
1053.1,406.6,Ohio,Fayette
1398.5,540,Ohio,Franklin
1053.7,406.8,Ohio,Fulton
1214.2,468.8,Ohio,Gallia
1046.7,404.1,Ohio,Geauga
1074.6,414.9,Ohio,Greene
1352.1,522,Ohio,Guernsey
1055.1,407.4,Ohio,Hamilton
1376.3,531.4,Ohio,Hancock
1218.1,470.3,Ohio,Hardin
1045.2,403.6,Ohio,Harrison
1078.8,416.5,Ohio,Henry
1433.1,553.3,Ohio,Highland
1095,422.8,Ohio,Hocking
1095.6,423,Ohio,Holmes
1277.1,493.1,Ohio,Huron
1088.6,420.3,Ohio,Jackson
1061,409.6,Ohio,Jefferson
1365.3,527.2,Ohio,Knox
591.1,228.2,Ohio,Lake
1179.6,455.4,Ohio,Lawrence
1778.1,686.5,Ohio,Licking
1187.5,458.5,Ohio,Logan
1275.8,492.6,Ohio,Lorain
881.6,340.4,Ohio,Lucas
1205,465.2,Ohio,Madison
1075.5,415.3,Ohio,Mahoning
1046,403.9,Ohio,Marion
1091.8,421.6,Ohio,Medina
1112.3,429.5,Ohio,Meigs
1199.9,463.3,Ohio,Mercer
1054.2,407,Ohio,Miami
1179.9,455.6,Ohio,Monroe
1195.8,461.7,Ohio,Montgomery
1081.8,417.7,Ohio,Morgan
1050.4,405.5,Ohio,Morrow
1721.4,664.6,Ohio,Muskingum
1033.5,399,Ohio,Noble
660.7,255.1,Ohio,Ottawa
1078.2,416.3,Ohio,Paulding
1062,410,Ohio,Perry
1300.6,502.2,Ohio,Pickaway
1143.5,441.5,Ohio,Pike
1275.4,492.4,Ohio,Portage
1100.3,424.8,Ohio,Preble
1253.3,483.9,Ohio,Putnam
1287.3,497,Ohio,Richland
1783.1,688.5,Ohio,Ross
1059.8,409.2,Ohio,Sandusky
1585.9,612.3,Ohio,Scioto
1426.1,550.6,Ohio,Seneca
1060.1,409.3,Ohio,Shelby
1492.3,576.2,Ohio,Stark
1069.2,412.8,Ohio,Summit
1595,615.8,Ohio,Trumbull
1470.1,567.6,Ohio,Tuscarawas
1131,436.7,Ohio,Union
1062.2,410.1,Ohio,Van Wert
1072.5,414.1,Ohio,Vinton
1035.7,399.9,Ohio,Warren
1645.3,635.2,Ohio,Washington
1438.5,555.4,Ohio,Wayne
1092.4,421.8,Ohio,Williams
1599,617.4,Ohio,Wood
1050.6,405.6,Ohio,Wyandot
1491.1,575.7,Oklahoma,Adair
2244.8,866.7,Oklahoma,Alfalfa
2533.9,978.4,Oklahoma,Atoka
4699.5,1814.5,Oklahoma,Beaver
2335.9,901.9,Oklahoma,Beckham
2405,928.6,Oklahoma,Blaine
2353.9,908.9,Oklahoma,Bryan
3311.1,1278.4,Oklahoma,Caddo
2330.7,899.9,Oklahoma,Canadian
2133.8,823.9,Oklahoma,Carter
1945.3,751.1,Oklahoma,Cherokee
2004.6,774,Oklahoma,Choctaw
4753,1835.1,Oklahoma,Cimarron
1388.7,536.2,Oklahoma,Cleveland
1342.3,518.2,Oklahoma,Coal
2769.8,1069.4,Oklahoma,Comanche
1649,636.7,Oklahoma,Cotton
1971.2,761.1,Oklahoma,Craig
2475,955.6,Oklahoma,Creek
2555.2,986.6,Oklahoma,Custer
1918.5,740.7,Oklahoma,Delaware
2590.5,1000.2,Oklahoma,Dewey
3183.7,1229.2,Oklahoma,Ellis
2741.5,1058.5,Oklahoma,Garfield
2095.7,809.2,Oklahoma,Garvin
2851.7,1101,Oklahoma,Grady
2591.6,1000.6,Oklahoma,Grant
1656.1,639.4,Oklahoma,Greer
1393.1,537.9,Oklahoma,Harmon
2691.2,1039.1,Oklahoma,Harper
1494.6,577.1,Oklahoma,Haskell
2089.6,806.8,Oklahoma,Hughes
2079.1,802.8,Oklahoma,Jackson
1965.5,758.9,Oklahoma,Jefferson
1669.4,644.6,Oklahoma,Johnston
2379.7,918.8,Oklahoma,Kay
2338.9,903.1,Oklahoma,Kingfisher
2628,1014.7,Oklahoma,Kiowa
1870.5,722.2,Oklahoma,Latimer
4107.8,1586,Oklahoma,Le Flore
2482.9,958.6,Oklahoma,Lincoln
1928.6,744.6,Oklahoma,Logan
1335,515.4,Oklahoma,Love
1475.5,569.7,Oklahoma,McClain
4797.7,1852.4,Oklahoma,McCurtain
1605.9,620,Oklahoma,McIntosh
2478.1,956.8,Oklahoma,Major
961.2,371.1,Oklahoma,Marshall
1699.5,656.2,Oklahoma,Mayes
1083.5,418.3,Oklahoma,Murray
2107.9,813.9,Oklahoma,Muskogee
1895.8,732,Oklahoma,Noble
1463.3,565,Oklahoma,Nowata
1618.2,624.8,Oklahoma,Okfuskee
1836.7,709.2,Oklahoma,Oklahoma
1805.3,697,Oklahoma,Okmulgee
5830,2251,Oklahoma,Osage
1220.8,471.4,Oklahoma,Ottawa
1475,569.5,Oklahoma,Pawnee
1777.8,686.4,Oklahoma,Payne
3382.5,1306,Oklahoma,Pittsburg
1864,719.7,Oklahoma,Pontotoc
2040.6,787.9,Oklahoma,Pottawatomie
3619.2,1397.4,Oklahoma,Pushmataha
2957.6,1141.9,Oklahoma,Roger Mills
1748.2,675,Oklahoma,Rogers
1638.2,632.5,Oklahoma,Seminole
1745.3,673.9,Oklahoma,Sequoyah
2271.8,877.2,Oklahoma,Stephens
5276.6,2037.3,Oklahoma,Texas
2259.5,872.4,Oklahoma,Tillman
1477.2,570.3,Oklahoma,Tulsa
1458.3,563.1,Oklahoma,Wagoner
1079.7,416.9,Oklahoma,Washington
2599,1003.5,Oklahoma,Washita
3332.4,1286.6,Oklahoma,Woods
