Sq.Ki.,Sq.Mi.,State,County
85.8,33.1,Virginia,Portsmouth city
25.4,9.8,Virginia,Radford city
155.7,60.1,Virginia,Richmond city
111.1,42.9,Virginia,Roanoke city
37.7,14.6,Virginia,Salem city
14.3,5.5,Virginia,South Boston city
51.2,19.8,Virginia,Staunton city
1036.2,400.1,Virginia,Suffolk city
643.2,248.3,Virginia,Virginia Beach city
36.4,14,Virginia,Waynesboro city
22.3,8.6,Virginia,Williamsburg city
24.2,9.3,Virginia,Winchester city
4985.7,1925,Washington,Adams
1647,635.9,Washington,Asotin
4411.1,1703.1,Washington,Benton
7567,2921.6,Washington,Chelan
4520,1745.2,Washington,Clallam
1626.2,627.9,Washington,Clark
2250.2,868.8,Washington,Columbia
2949.3,1138.7,Washington,Cowlitz
4715.3,1820.6,Washington,Douglas
5708.3,2204,Washington,Ferry
3217.3,1242.2,Washington,Franklin
1840.3,710.5,Washington,Garfield
6931.8,2676.4,Washington,Grant
4965.7,1917.3,Washington,Grays Harbor
540.3,208.6,Washington,Island
4684.8,1808.8,Washington,Jefferson
5506.6,2126.1,Washington,King
1025.6,396,Washington,Kitsap
5948.3,2296.7,Washington,Kittitas
4849.7,1872.5,Washington,Klickitat
6236.2,2407.8,Washington,Lewis
5986.1,2311.2,Washington,Lincoln
2489.3,961.1,Washington,Mason
13644.8,5268.3,Washington,Okanogan
2524.1,974.6,Washington,Pacific
3627.2,1400.5,Washington,Pend Oreille
4339.7,1675.5,Washington,Pierce
453.1,174.9,Washington,San Juan
4494.4,1735.3,Washington,Skagit
4290.4,1656.5,Washington,Skamania
5413.6,2090.2,Washington,Snohomish
4568.3,1763.8,Washington,Spokane
6418.9,2478.3,Washington,Stevens
1883.1,727.1,Washington,Thurston
684.4,264.3,Washington,Wahkiakum
3290.5,1270.5,Washington,Walla Walla
5490.9,2120.1,Washington,Whatcom
5592.8,2159.4,Washington,Whitman
11126.9,4296.1,Washington,Yakima
882.7,340.8,West Virginia,Barbour
831.8,321.2,West Virginia,Berkeley
1302.8,503,West Virginia,Boone
1330,513.5,West Virginia,Braxton
230.1,88.9,West Virginia,Brooke
729.4,281.6,West Virginia,Cabell
726.8,280.6,West Virginia,Calhoun
886.9,342.4,West Virginia,Clay
830,320.5,West Virginia,Doddridge
1719.7,664,West Virginia,Fayette
880.8,340.1,West Virginia,Gilmer
1236.1,477.2,West Virginia,Grant
2645.2,1021.3,West Virginia,Greenbrier
1662.2,641.8,West Virginia,Hampshire
215.1,83,West Virginia,Hancock
1511.1,583.4,West Virginia,Hardy
1077.7,416.1,West Virginia,Harrison
1206.4,465.8,West Virginia,Jackson
542.8,209.6,West Virginia,Jefferson
2339.2,903.2,West Virginia,Kanawha
1007.1,388.8,West Virginia,Lewis
1133,437.5,West Virginia,Lincoln
1176.5,454.2,West Virginia,Logan
1385,534.8,West Virginia,McDowell
802.1,309.7,West Virginia,Marion
795.2,307,West Virginia,Marshall
1118.6,431.9,West Virginia,Mason
1089.1,420.5,West Virginia,Mercer
848.9,327.8,West Virginia,Mineral
1094.6,422.6,West Virginia,Mingo
935.5,361.2,West Virginia,Monongalia
1226.1,473.4,West Virginia,Monroe
593.2,229,West Virginia,Morgan
1680.1,648.7,West Virginia,Nicholas
275,106.2,West Virginia,Ohio
1807.8,698,West Virginia,Pendleton
338.6,130.7,West Virginia,Pleasants
2435.5,940.3,West Virginia,Pocahontas
1679.3,648.4,West Virginia,Preston
896.8,346.3,West Virginia,Putnam
1572.1,607,West Virginia,Raleigh
2693.1,1039.8,West Virginia,Randolph
1174.7,453.5,West Virginia,Ritchie
1252.6,483.6,West Virginia,Roane
935.5,361.2,West Virginia,Summers
447.5,172.8,West Virginia,Taylor
1084.9,418.9,West Virginia,Tucker
667.1,257.6,West Virginia,Tyler
918.9,354.8,West Virginia,Upshur
1310,505.8,West Virginia,Wayne
1440.4,556.1,West Virginia,Webster
930.4,359.2,West Virginia,Wetzel
603.5,233,West Virginia,Wirt
951.4,367.4,West Virginia,Wood
1297.3,500.9,West Virginia,Wyoming
1677.8,647.8,Wisconsin,Adams
2703.7,1043.9,Wisconsin,Ashland
2234.9,862.9,Wisconsin,Barron
3823.9,1476.4,Wisconsin,Bayfield
1369.4,528.7,Wisconsin,Brown
1772.9,684.5,Wisconsin,Buffalo
2127.8,821.5,Wisconsin,Burnett
828.5,319.9,Wisconsin,Calumet
2617.1,1010.5,Wisconsin,Chippewa
3148.7,1215.7,Wisconsin,Clark
2004.3,773.9,Wisconsin,Columbia
1483.4,572.8,Wisconsin,Crawford
3113.6,1202.2,Wisconsin,Dane
2285.4,882.4,Wisconsin,Dodge
1250.3,482.7,Wisconsin,Door
3391,1309.3,Wisconsin,Douglas
2206.9,852.1,Wisconsin,Dunn
1651.5,637.7,Wisconsin,Eau Claire
1264.1,488.1,Wisconsin,Florence
1872.5,723,Wisconsin,Fond du Lac
2626.6,1014.1,Wisconsin,Forest
2973.1,1147.9,Wisconsin,Grant
1512.7,584,Wisconsin,Green
917.7,354.3,Wisconsin,Green Lake
1975.5,762.7,Wisconsin,Iowa
1961.4,757.3,Wisconsin,Iron
2557.1,987.3,Wisconsin,Jackson
1442.8,557.1,Wisconsin,Jefferson
1988.3,767.7,Wisconsin,Juneau
706.6,272.8,Wisconsin,Kenosha
887.5,342.7,Wisconsin,Kewaunee
1172.7,452.8,Wisconsin,La Crosse
1641.1,633.6,Wisconsin,Lafayette
2260.4,872.7,Wisconsin,Langlade
2287.1,883,Wisconsin,Lincoln
1532.1,591.6,Wisconsin,Manitowoc
4001.7,1545.1,Wisconsin,Marathon
3631.1,1402,Wisconsin,Marinette
1179.8,455.5,Wisconsin,Marquette
927.2,358,Wisconsin,Menominee
625.6,241.6,Wisconsin,Milwaukee
2333.4,900.9,Wisconsin,Monroe
2585.1,998.1,Wisconsin,Oconto
2913,1124.7,Wisconsin,Oneida
1658.6,640.4,Wisconsin,Outagamie
600.8,232,Wisconsin,Ozaukee
601.7,232.3,Wisconsin,Pepin
1493.2,576.5,Wisconsin,Pierce
2375.9,917.3,Wisconsin,Polk
2088.5,806.4,Wisconsin,Portage
3244.5,1252.7,Wisconsin,Price
862.8,333.1,Wisconsin,Racine
1518.4,586.3,Wisconsin,Richland
1866.2,720.5,Wisconsin,Rock
2365.2,913.2,Wisconsin,Rusk
1869.9,722,Wisconsin,St. Croix
2169.7,837.7,Wisconsin,Sauk
3254.4,1256.5,Wisconsin,Sawyer
2311.8,892.6,Wisconsin,Shawano
1330.4,513.7,Wisconsin,Sheboygan
2525.1,975,Wisconsin,Taylor
1901.4,734.1,Wisconsin,Trempealeau
2058.9,795,Wisconsin,Vernon
2260.6,872.8,Wisconsin,Vilas
1438.5,555.4,Wisconsin,Walworth
2097.2,809.7,Wisconsin,Washburn
1115.9,430.8,Wisconsin,Washington
1439,555.6,Wisconsin,Waukesha
1945.4,751.1,Wisconsin,Waupaca
1621.6,626.1,Wisconsin,Waushara
1136.1,438.6,Wisconsin,Winnebago
2053.5,792.9,Wisconsin,Wood
11069.3,4273.8,Wyoming,Albany
8125.2,3137.1,Wyoming,Big Horn
12423.9,4796.9,Wyoming,Campbell
20452.1,7896.6,Wyoming,Carbon
11020.1,4254.9,Wyoming,Converse
7404,2858.7,Wyoming,Crook
23783.1,9182.7,Wyoming,Fremont
5764,2225.5,Wyoming,Goshen
5190.3,2004,Wyoming,Hot Springs
10791.1,4166.4,Wyoming,Johnson
6957.4,2686.2,Wyoming,Laramie
10539.5,4069.3,Wyoming,Lincoln
13830.7,5340.1,Wyoming,Natrona
6801.1,2625.9,Wyoming,Niobrara
17981.7,6942.7,Wyoming,Park
5400.3,2085,Wyoming,Platte
6535.7,2523.4,Wyoming,Sheridan
12643.4,4881.6,Wyoming,Sublette
27003,10425.9,Wyoming,Sweetwater
10380.6,4007.9,Wyoming,Teton
5391.7,2081.8,Wyoming,Uinta
5802,2240.2,Wyoming,Washakie
6210.6,2397.9,Wyoming,Weston
